"","bio.1","bio.10","bio.11","bio.12","bio.13","bio.14","bio.15","bio.16","bio.17","bio.18","bio.19","bio.2","bio.3","bio.4","bio.5","bio.6","bio.7","bio.8","bio.9","species","sample.length"
"1",26.091667175293,27.466667175293,24.5833339691162,1113,148,41,41.3921775817871,430,141,258,197,7.20000028610229,69.9029083251953,122.452835083008,31.1000003814697,20.7999992370605,10.3000011444092,26.7000007629395,24.6000003814697,"acutus",1
"2",26.6149304707845,27.3361109097799,25.8319444656372,1816.08333333333,276.416666666667,60.5,46.3837909698486,706.916666666667,224.916666666667,421,358.833333333333,6.94097216924032,76.4187189737956,63.5829264322917,31.3416666984558,22.2833334604899,9.0583332379659,26.6680556933085,26.3319444656372,"aeneus",12
"3",17.7004261992195,18.0698864026503,17.4397725733844,2074.73863636364,318.829545454545,44.9204545454545,58.3605325222015,917.352272727273,201.488636363636,816.875,443.5,8.6743371703408,90.1883363723755,25.6676626855677,22.4772727055983,12.8568181449717,9.62045456062664,17.8994317921725,17.6312499913302,"aequatorialis",88
"4",20.2733333587647,20.8266666412353,19.6799999237061,2871.2,370.6,71.8,41.9091957092285,1021,310.6,698.8,777.4,8.53999996185303,87.1471664428711,48.1074287414551,25.2999996185303,15.5,9.79999961853027,20.0633335113525,20.2866664886475,"aff.danieli",5
"5",25.7999992370605,26.6166667938232,25.033332824707,2676,365,113,33.6648139953613,849,460,580,712,7.19999980926514,80,64.772331237793,30.6000003814697,21.6000003814697,9,25.2666664123535,25.2333335876465,"agassizi",1
"6",24.5861110687256,26.3222217559815,22.5722223917643,1162.66666666667,181.333333333333,35,51.7231572469075,446.666666666667,120,366.666666666667,120,8.87777773539225,66.052677154541,153.756037394206,30.9666665395101,17.5333334604899,13.4333330790202,25.8999996185303,22.5722223917643,"agueroi",3
"7",21.1374998092652,23.375,18.4083337783813,1549.75,234.25,23.25,66.1405258178711,632.75,98.5,601.75,98.5,8.72083330154419,60.3471279144287,205.954345703125,27.9249997138977,13.4750001430512,14.4499995708466,22.895833492279,18.4083337783813,"ahli",4
"8",24.7270832061768,26.4416666030884,22.8249998092652,1438,228.5,43.5,51.0357055664062,539,148.5,401.5,162,8.35416650772095,64.7566108703613,148.62287902832,30.5999994277954,17.6999998092651,12.8999996185303,25.6416664123536,22.8916664123535,"alayoni",2
"9",21.9375,23.8166656494141,19.8333339691162,1717,258,68,42.6673011779785,613,216,485,245,7.22500038146973,59.7107429504395,164.512008666992,27.6000003814697,15.5,12.1000003814697,23.4333343505859,19.9333343505859,"alfaroi",1
"10",20.3990883529186,21.7828123569489,18.6072916984558,1284.40625,199.09375,38.71875,49.0773768424988,469.375,132.53125,385.96875,149.46875,11.0127604603767,73.440699338913,129.97861289978,27.3843749761581,12.3906250298023,14.9937499463558,21.4031249284744,18.8968751132488,"aliniger",32
