ID_new,ID_Old,species,Longitude,Latitude,source
4651,19339,carolinensis,-80.3139,25.68386,GBIF
4652,19340,carolinensis,-80.891,25.7612,GBIF
4653,19341,carolinensis,-80.75693,28.75011,GBIF
4654,19342,carolinensis,-82.23093,27.86696,GBIF
4655,19343,carolinensis,-81.86572,28.73024,GBIF
4656,19344,carolinensis,-94.65778,29.80278,GBIF
4657,19345,carolinensis,-84.32413,30.45621,GBIF
4658,19346,carolinensis,-82.4254,29.7105,GBIF
4659,19347,carolinensis,-76.94,34.8145,GBIF
4660,19348,carolinensis,-81.3847,25.8572,GBIF
4661,19349,carolinensis,-80.3139,25.68386,GBIF
4662,19350,carolinensis,-77.5816,35.2627,GBIF
4663,19351,carolinensis,-80.01897,33.12406,GBIF
4664,19352,carolinensis,-79.9309,32.7766,GBIF
4665,19353,carolinensis,-89.51785,34.36995,GBIF
4666,19354,carolinensis,-89.51785,34.36995,GBIF
4667,19355,carolinensis,-81.06264,25.76006,GBIF
4668,19356,carolinensis,-80.8214,28.84785,GBIF
4669,19357,carolinensis,-82.45843,27.95037,GBIF
4670,19358,carolinensis,-91.18681,30.44529,GBIF
4671,19359,carolinensis,-80.81586,28.84103,GBIF
4672,19360,carolinensis,-80.81609,28.8409,GBIF
4673,19361,carolinensis,-84.83369,29.67549,GBIF
4674,19362,carolinensis,-83.90661,30.05886,GBIF
4675,19363,carolinensis,-81.01826,25.76011,GBIF
4676,19364,carolinensis,-76.8065,34.9697,GBIF
4677,19365,carolinensis,-80.75747,28.74953,GBIF
4678,19366,carolinensis,-80.0003,35.5007,GBIF
4679,19367,carolinensis,-81.06264,25.76006,GBIF
4680,19368,carolinensis,-81.36008,25.81322,GBIF
4681,19369,carolinensis,-94.20393,32.70272,GBIF
4682,19370,carolinensis,-81.4205,26.4285,GBIF
4683,19371,carolinensis,-80.96943,25.75172,GBIF
4684,19372,carolinensis,-80.8,28.61,GBIF
4685,19373,carolinensis,-81.9468,26.4517,GBIF
4686,19374,carolinensis,-81.03435,25.76006,GBIF
4687,19375,carolinensis,-80.82733,25.76196,GBIF
4688,19376,carolinensis,-80.66544,25.40281,GBIF
4689,19377,carolinensis,-80.92124,25.76114,GBIF
4690,19378,carolinensis,-78.531,34.3172,GBIF
4691,19379,carolinensis,-95.16119,29.85826,GBIF
4692,19380,carolinensis,-83.04005,29.14641,GBIF
4693,19381,carolinensis,-78.4845,34.4259,GBIF
4694,19382,carolinensis,-82.1915107,27.09693267,GBIF
4695,19383,carolinensis,-78.4845,34.4259,GBIF
4696,19384,carolinensis,-92.019867,30.22410582,GBIF
4697,19385,carolinensis,-93.67827,31.34145,GBIF
4698,19386,carolinensis,-82.9414,35.089,GBIF
4699,19387,carolinensis,-78.4845,34.4259,GBIF
4700,19388,carolinensis,-95.0488,30.71145,GBIF
4701,19389,carolinensis,-82.02539,29.87518,GBIF
4702,19390,carolinensis,-82.0976,29.8124,GBIF
4703,19391,carolinensis,-95.0488,30.71145,GBIF
4704,19392,carolinensis,-97.58231,29.58704,GBIF
4705,19393,carolinensis,-79.3636,34.9582,GBIF
4706,19394,carolinensis,-91.529958,31.32097248,GBIF
4707,19395,carolinensis,-89.66508,31.73197,GBIF
4708,19396,carolinensis,-96.09472,31.94667,GBIF
4709,19397,carolinensis,-95.0488,30.71145,GBIF
4710,19398,carolinensis,-96.09472,31.94667,GBIF
4711,19399,carolinensis,-85.08707,30.40055,GBIF
4712,19400,carolinensis,-95.0488,30.71145,GBIF
4713,19401,carolinensis,-95.0488,30.71145,GBIF
4714,19402,carolinensis,-82.46238,27.96027,GBIF
4715,19403,carolinensis,-81.1958,32.1041,GBIF
4716,19404,carolinensis,-95.0488,30.71145,GBIF
4717,19405,carolinensis,-94.68742,34.13681,GBIF
4718,19406,carolinensis,-81.37003,24.69064,GBIF
4719,19407,carolinensis,-80.36724,25.17372,GBIF
4720,19408,carolinensis,-81.60624,30.3359,GBIF
4721,19409,carolinensis,-81.75225,24.57092,GBIF
4722,19410,carolinensis,-81.8511,26.7394,GBIF
4723,19411,carolinensis,-80.60999,25.38308,GBIF
4724,19412,carolinensis,-80.17822,25.96288,GBIF
4725,19413,carolinensis,-83.16533,30.10691,GBIF
4726,19414,carolinensis,-82.2358,26.8973,GBIF
4727,19415,carolinensis,-90.11513,29.78382,GBIF
4728,19416,carolinensis,-90.11513,29.78382,GBIF
4729,19417,carolinensis,-80.82245,28.85206,GBIF
4730,19418,carolinensis,-81.09451,32.36235,GBIF
4731,19419,carolinensis,-80.3139,25.68386,GBIF
4732,19420,carolinensis,-82.30058,28.83772,GBIF
4733,19421,carolinensis,-81.2174,28.8039,GBIF
4734,19422,carolinensis,-92.64538,32.31148,GBIF
4735,19423,carolinensis,-94.80732,34.12761,GBIF
4736,19424,carolinensis,-81.2174,28.8039,GBIF
4737,19425,carolinensis,-81.82334,26.71502,GBIF
4738,19426,carolinensis,-97.743113,30.2671872,GBIF
4739,19427,carolinensis,-97.72599,30.22757,GBIF
4740,19428,carolinensis,-82.03191,28.27781,GBIF
4741,19429,carolinensis,-81.779,26.3405,GBIF
4742,19430,carolinensis,-81.2882,29.88161,GBIF
4743,19431,carolinensis,-94.38601,29.8785,GBIF
4744,19432,carolinensis,-82.24,33.34,GBIF
4745,19433,carolinensis,-80.79671,28.80935,GBIF
4746,19434,carolinensis,-81.35303,28.84823,GBIF
4747,19435,carolinensis,-97.41569,30.22177,GBIF
4748,19436,carolinensis,-94.69245,33.74684,GBIF
4749,19437,carolinensis,-85.04276,30.18969,GBIF
4750,19438,carolinensis,-84.94189,30.7661,GBIF
4751,19439,carolinensis,-80.391,33.0274,GBIF
4752,19440,carolinensis,-80.80437,28.81911,GBIF
4753,19441,carolinensis,-81.2882,29.88161,GBIF
4754,19442,carolinensis,-82.3459,30.7996,GBIF
4755,19443,carolinensis,-80.79133,25.40259,GBIF
4756,19444,carolinensis,-77.8253,34.4888,GBIF
4757,19445,carolinensis,-84.52222,32.3281,GBIF
4758,19446,carolinensis,-81.2516,29.7637,GBIF
4759,19447,carolinensis,-82.50325,30.19541,GBIF
4760,19448,carolinensis,-80.81178,28.83396,GBIF
4761,19449,carolinensis,-81.9615,26.5779,GBIF
4762,19450,carolinensis,-90.8102344,29.74202459,GBIF
4763,19451,carolinensis,-90.075,29.95444,GBIF
4764,19452,carolinensis,-82.63125,30.31164,GBIF
4765,19453,carolinensis,-82.30058,28.83772,GBIF
4766,19454,carolinensis,-80.15782,25.66565,GBIF
4767,19455,carolinensis,-82.08,29.24,GBIF
4768,19456,carolinensis,-80.59343,25.49842,GBIF
4769,19457,carolinensis,-82.08,29.24,GBIF
4770,19458,carolinensis,-81.40388,28.35546,GBIF
4771,19459,carolinensis,-80.78215,25.41258,GBIF
4772,19460,carolinensis,-82.08,29.24,GBIF
4773,19461,carolinensis,-82.08,29.24,GBIF
4774,19462,carolinensis,-82.08,29.24,GBIF
4775,19463,carolinensis,-82.08,29.24,GBIF
4776,19464,carolinensis,-82.51096,28.91355,GBIF
4777,19465,carolinensis,-81.63815,29.59719,GBIF
4778,19466,carolinensis,-81.82334,26.71502,GBIF
4779,19467,carolinensis,-90.12834,29.94175,GBIF
4780,19468,carolinensis,-89.51785,34.36995,GBIF
4781,19469,carolinensis,-95.45421,29.76539,GBIF
4782,19470,carolinensis,-80.61445,25.49846,GBIF
4783,19471,carolinensis,-81.29272,26.08441,GBIF
4784,19472,carolinensis,-80.79994,25.39199,GBIF
4785,19473,carolinensis,-81.10774,25.79598,GBIF
4786,19474,carolinensis,-80.60368,25.49844,GBIF
4787,19475,carolinensis,-80.77393,25.42728,GBIF
4788,19476,carolinensis,-80.82073,25.34978,GBIF
4789,19477,carolinensis,-80.77355,25.43262,GBIF
4790,19478,carolinensis,-97.09963,32.58753,GBIF
4791,19479,carolinensis,-80.17246,26.80794,GBIF
4792,19480,carolinensis,-80.57563,25.49938,GBIF
4793,19481,carolinensis,-80.81863,28.84421,GBIF
4794,19482,carolinensis,-80.75692,28.75038,GBIF
4795,19483,carolinensis,-80.2622,25.7485,GBIF
4796,19484,carolinensis,-80.82073,25.34978,GBIF
4797,19485,carolinensis,-92.64793,32.30495,GBIF
4798,19486,carolinensis,-80.60368,25.49844,GBIF
4799,19487,carolinensis,-97.93027,29.8777,GBIF
4800,19488,carolinensis,-84.15176,30.28435,GBIF
4801,19489,carolinensis,-84.86447,30.70606,GBIF
4802,19490,carolinensis,-97.66279,30.51491,GBIF
4803,19491,carolinensis,-97.31954,30.10665,GBIF
4804,19492,carolinensis,-96.38544,30.61835,GBIF
4805,19493,carolinensis,-90.8102344,29.74202459,GBIF
4806,19494,carolinensis,-84.31657,30.43353,GBIF
4807,19495,carolinensis,-81.34164,26.26922,GBIF
4808,19496,carolinensis,-80.81682,28.8426,GBIF
4809,19497,carolinensis,-80.61445,25.49846,GBIF
4810,19498,carolinensis,-77.911,34.0258,GBIF
4811,19499,carolinensis,-80.81725,28.84223,GBIF
4812,19500,carolinensis,-97.29068,30.11036,GBIF
4813,19501,carolinensis,-80.61594,25.40846,GBIF
4814,19502,carolinensis,-78.8868,35.0612,GBIF
4815,19503,carolinensis,-81.37003,24.69064,GBIF
4816,19504,carolinensis,-81.89505,29.419,GBIF
4817,19505,carolinensis,-80.78565,28.79212,GBIF
4818,19506,carolinensis,-77.911,34.0258,GBIF
4819,19507,carolinensis,-81.04445,25.76314,GBIF
4820,19508,carolinensis,-82.25,29.56,GBIF
4821,19509,carolinensis,-82.2863,30.9772,GBIF
4822,19510,carolinensis,-81.35303,28.84823,GBIF
4823,19511,carolinensis,-75.0133,18.4028,GBIF
4824,19512,carolinensis,-85.3042,30.8236,GBIF
4825,19513,carolinensis,-81.299,28.416,GBIF
4826,19514,carolinensis,-81.51133,30.27122,GBIF
4827,19515,carolinensis,-84.31657,30.43353,GBIF
4828,19516,carolinensis,-76.6631,34.7182,GBIF
4829,19517,carolinensis,-81.91,29.39,GBIF
4830,19518,carolinensis,-81.6588,30.3187,GBIF
4831,19519,carolinensis,-80.3139,25.68386,GBIF
4832,19520,carolinensis,-81.83276,29.39598,GBIF
4833,19521,carolinensis,-84.49039,30.03257,GBIF
4834,19522,carolinensis,-85.3042,30.8236,GBIF
4835,19523,carolinensis,-97.94154,29.88373,GBIF
4836,19524,carolinensis,-83.90661,30.05886,GBIF
4837,19525,carolinensis,-77.99812,33.87832,GBIF
4838,19526,carolinensis,-97.94154,29.88373,GBIF
4839,19527,carolinensis,-80.3139,25.68386,GBIF
4840,19528,carolinensis,-85.1467,30.2989,GBIF
4841,19529,carolinensis,-85.2085,34.0495,GBIF
4842,19530,carolinensis,-80.3139,25.68386,GBIF
4843,19531,carolinensis,-80.22765,25.76357,GBIF
4844,19532,carolinensis,-81.344,26.042,GBIF
4845,19533,carolinensis,-94.84348,33.33296,GBIF
4846,19534,carolinensis,-81.85846,29.40851,GBIF
4847,19535,carolinensis,-91.68385,30.42246,GBIF
4848,19536,carolinensis,-81.69155,33.32428,GBIF
4849,19537,carolinensis,-84.2888,30.243,GBIF
4850,19538,carolinensis,-81.779,26.3405,GBIF
4851,19539,carolinensis,-81.37939,24.70519,GBIF
4852,19540,carolinensis,-84.3889,30.0692,GBIF
4853,19541,carolinensis,-76.7001,35.3037,GBIF
4854,19542,carolinensis,-81.76412,29.37817,GBIF
4855,19543,carolinensis,-97.70547,30.20233,GBIF
4856,19544,carolinensis,-78.4845,34.4259,GBIF
4857,19545,carolinensis,-82.32448,29.6514,GBIF
4858,19546,carolinensis,-90.07007,29.9622,GBIF
4859,19547,carolinensis,-82.3447,29.6387,GBIF
4860,19548,carolinensis,-82.3843,27.8571,GBIF
4861,19549,carolinensis,-81.77767,24.55607,GBIF
4862,19550,carolinensis,-81.78597,26.32085,GBIF
4863,19551,carolinensis,-82.65779,28.13881,GBIF
4864,19552,carolinensis,-90.07007,29.9622,GBIF
4865,19553,carolinensis,-86.02741,30.71957,GBIF
4866,19554,carolinensis,-80.27247,25.67732,GBIF
4867,19555,carolinensis,-80.15782,25.66565,GBIF
4868,19556,carolinensis,-79.4612,33.0881,GBIF
4869,19557,carolinensis,-90.07007,29.9622,GBIF
4870,19558,carolinensis,-77.9863,34.9822,GBIF
4871,19559,carolinensis,-80.82132,28.84795,GBIF
4872,19560,carolinensis,-81.69155,33.32428,GBIF
4873,19561,carolinensis,-82.32448,29.6514,GBIF
4874,19562,carolinensis,-78.89791,35.74115,GBIF
4875,19563,carolinensis,-82.6487,29.8258,GBIF
4876,19564,carolinensis,-81.37003,24.69064,GBIF
4877,19565,carolinensis,-81.22172,33.1915,GBIF
4878,19566,carolinensis,-80.09077,34.27889,GBIF
4879,19567,carolinensis,-81.8157,29.4062,GBIF
4880,19568,carolinensis,-76.7099,24.886,GBIF
4881,19569,carolinensis,-86.70004,30.86093,GBIF
4882,19570,carolinensis,-82.3902,29.6557,GBIF
4883,19571,carolinensis,-91.77,32.2,GBIF
4884,19572,carolinensis,-93.83969,31.46011,GBIF
4885,19573,carolinensis,-97.74768,30.38575,GBIF
4886,19574,carolinensis,-76.7263,34.7566,GBIF
4887,19575,carolinensis,-81.81225,29.38801,GBIF
4888,19576,carolinensis,-91.77,32.2,GBIF
4889,19577,carolinensis,-91.77,32.2,GBIF
4890,19578,carolinensis,-80.5496,34.9854,GBIF
4891,19579,carolinensis,-80.0135,35.3949,GBIF
4892,19580,carolinensis,-98.4748374,29.38113404,GBIF
4893,19581,carolinensis,-80.87447,25.18795,GBIF
4894,19582,carolinensis,-81.00724,25.62906,GBIF
4895,19583,carolinensis,-76.7263,34.7566,GBIF
4896,19584,carolinensis,-81.26522,26.00731,GBIF
4897,19585,carolinensis,-91.77,32.2,GBIF
4898,19586,carolinensis,-81.1694,32.5528,GBIF
4899,19587,carolinensis,-80.9,25.7667,GBIF
4900,19588,carolinensis,-80.62845,25.49735,GBIF
4901,19589,carolinensis,-81.6559,25.9322,GBIF
4902,19590,carolinensis,-80.95401,33.63266,GBIF
4903,19591,carolinensis,-80.7849,28.79231,GBIF
4904,19592,carolinensis,-80.6026,25.49754,GBIF
4905,19593,carolinensis,-97.65439,30.2196,GBIF
4906,19594,carolinensis,-80.9022,32.6039,GBIF
4907,19595,carolinensis,-80.0135,35.3949,GBIF
4908,19596,carolinensis,-81.12871,26.75282,GBIF
4909,19597,carolinensis,-98.49333,29.42389,GBIF
4910,19598,carolinensis,-94.41111,34.435,GBIF
4911,19599,carolinensis,-98.29095,29.09114,GBIF
4912,19600,carolinensis,-80.63044,25.41703,GBIF
4913,19601,carolinensis,-95.15353,31.38715,GBIF
4914,19602,carolinensis,-78.146,34.3593,GBIF
4915,19603,carolinensis,-77.911,34.0258,GBIF
4916,19604,carolinensis,-80.62845,25.49735,GBIF
4917,19605,carolinensis,-80.61457,25.50037,GBIF
4918,19606,carolinensis,-96.26444,30.81611,GBIF
4919,19607,carolinensis,-80.6026,25.49754,GBIF
4920,19608,carolinensis,-80.62845,25.49735,GBIF
4921,19609,carolinensis,-80.62171,25.49627,GBIF
4922,19610,carolinensis,-80.9493,32.343,GBIF
4923,19611,carolinensis,-79.9309,32.7766,GBIF
4924,19612,carolinensis,-81.0348,34.0007,GBIF
4925,19613,carolinensis,-89.51785,34.36995,GBIF
4926,19614,carolinensis,-80.61457,25.50037,GBIF
4927,19615,carolinensis,-80.61457,25.50037,GBIF
4928,19616,carolinensis,-97.57574,29.59988,GBIF
4929,19617,carolinensis,-80.61457,25.50037,GBIF
4930,19618,carolinensis,-80.61457,25.50037,GBIF
4931,19619,carolinensis,-80.74728,25.63824,GBIF
4932,19620,carolinensis,-82.52228,29.06311,GBIF
4933,19622,carolinensis,-81.7643,29.3649,GBIF
4934,19625,carolinensis,-98.04731,29.97561,GBIF
4935,19626,carolinensis,-95.22814,31.54413,GBIF
4936,19627,carolinensis,-84.34375,30.41011,GBIF
4937,19628,carolinensis,-96.68228,32.98768,GBIF
4938,19629,carolinensis,-85.00046,30.43639,GBIF
4939,19630,carolinensis,-85.00046,30.43639,GBIF
4940,19631,carolinensis,-82.01892,28.36936,GBIF
4941,19632,carolinensis,-76.9842,34.8452,GBIF
4942,19633,carolinensis,-81.9679,27.1585,GBIF
4943,19634,carolinensis,-80.21672,26.59171,GBIF
4944,19635,carolinensis,-92.64793,32.30495,GBIF
4945,19636,carolinensis,-97.743113,30.2671872,GBIF
4946,19637,carolinensis,-80.9022,32.6039,GBIF
4947,19638,carolinensis,-94.63512,30.39978,GBIF
4948,19639,carolinensis,-88.1901202,34.60402824,GBIF
4949,19640,carolinensis,-93.4006023,30.23660173,GBIF
4950,19641,carolinensis,-81.8157,29.4062,GBIF
4951,19642,carolinensis,-80.81796,28.84428,GBIF
4952,19643,carolinensis,-90.13426,29.91884,GBIF
4953,19644,carolinensis,-82.3747,29.691,GBIF
4954,19645,carolinensis,-82.4201,29.7106,GBIF
4955,19646,carolinensis,-92.35708,33.11024,GBIF
4956,19647,carolinensis,-91.529958,31.32097248,GBIF
4957,19648,carolinensis,-88.8276855,30.4113071,GBIF
4958,19649,carolinensis,-95.6360459,31.75704767,GBIF
4959,19650,carolinensis,-83.12008,33.08256,GBIF
4960,19651,carolinensis,-82.99382,33.0923,GBIF
4961,19652,carolinensis,-76.5594,34.695,GBIF
4962,19653,carolinensis,-80.9022,32.6039,GBIF
4963,19654,carolinensis,-80.9785,25.7547,GBIF
4964,19655,carolinensis,-81.0702,27.0923,GBIF
4965,19656,carolinensis,-80.8892,28.09598,GBIF
4966,19657,carolinensis,-78.595,34.6888,GBIF
4967,19658,carolinensis,-80.22407,25.78485,GBIF
4968,19659,carolinensis,-92.9472,31.4889,GBIF
4969,19660,carolinensis,-77.0946,35.1001,GBIF
4970,19661,carolinensis,-82.2720179,31.05599636,GBIF
4971,19662,carolinensis,-82.3341164,28.64417641,GBIF
4972,19663,carolinensis,-91.529958,31.32097248,GBIF
4973,19664,carolinensis,-91.529958,31.32097248,GBIF
4974,19665,carolinensis,-91.529958,31.32097248,GBIF
4975,19666,carolinensis,-91.529958,31.32097248,GBIF
4976,19667,carolinensis,-80.2642613,25.75228628,GBIF
4977,19668,carolinensis,-91.529958,31.32097248,GBIF
4978,19669,carolinensis,-91.529958,31.32097248,GBIF
4979,19670,carolinensis,-91.529958,31.32097248,GBIF
4980,19671,carolinensis,-91.529958,31.32097248,GBIF
4981,19672,carolinensis,-91.529958,31.32097248,GBIF
4982,19673,carolinensis,-90.14,29.96,GBIF
4983,19674,carolinensis,-90.8102344,29.74202459,GBIF
4984,19675,carolinensis,-81.60624,30.3359,GBIF
4985,19676,carolinensis,-80.79562,28.80936,GBIF
4986,19677,carolinensis,-80.81559,28.84085,GBIF
4987,19678,carolinensis,-80.79562,28.80936,GBIF
4988,19679,carolinensis,-89.99,29.94,GBIF
4989,19680,carolinensis,-90.07007,29.9622,GBIF
4990,19681,carolinensis,-97.59123,29.58759,GBIF
4991,19682,carolinensis,-92.44,31.3,GBIF
4992,19683,carolinensis,-92.44,31.3,GBIF
4993,19684,carolinensis,-81.9649,29.5298,GBIF
4994,19685,carolinensis,-92.44,31.3,GBIF
4995,19686,carolinensis,-81.77767,24.55607,GBIF
4996,19687,carolinensis,-82.3459,30.7996,GBIF
4997,19688,carolinensis,-82.3459,30.7996,GBIF
4998,19689,carolinensis,-82.3459,30.7996,GBIF
4999,19690,carolinensis,-82.3459,30.7996,GBIF
5000,19691,carolinensis,-84.9651,32.3629,GBIF
5001,19692,carolinensis,-96.2275,30.53556,GBIF
5002,19693,carolinensis,-82.25337,29.56551,GBIF
5003,19694,carolinensis,-87.217,30.42,GBIF
5004,19695,carolinensis,-92.64793,32.30495,GBIF
5005,19696,carolinensis,-92.64793,32.30495,GBIF
5006,19697,carolinensis,-92.64793,32.30495,GBIF
5007,19698,carolinensis,-88.04306,30.69417,GBIF
5008,19699,carolinensis,-85.66008,30.15882,GBIF
5009,19700,carolinensis,-94.1354,30.09604,GBIF
5010,19701,carolinensis,-80.81727,28.8425,GBIF
5011,19702,carolinensis,-81.77,24.55,GBIF
5012,19703,carolinensis,-80.1367,32.8956,GBIF
5013,19704,carolinensis,-81.9051,28.8652,GBIF
5014,19705,carolinensis,-80.7945,28.80715,GBIF
5015,19706,carolinensis,-77.02,34.93,GBIF
5016,19707,carolinensis,-93.8333,30.1314,GBIF
5017,19708,carolinensis,-80.80429,28.81905,GBIF
5018,19709,carolinensis,-82.3874,27.2501,GBIF
5019,19710,carolinensis,-80.81654,28.84189,GBIF
5020,19711,carolinensis,-80.69011,28.40525,GBIF
5021,19712,carolinensis,-80.69011,28.40525,GBIF
5022,19713,carolinensis,-81.89505,29.419,GBIF
5023,19714,carolinensis,-81.89505,29.419,GBIF
5024,19715,carolinensis,-80.82313,28.85142,GBIF
5025,19716,carolinensis,-80.82315,28.8514,GBIF
5026,19717,carolinensis,-77.3003,35.6122,GBIF
5027,19718,carolinensis,-80.81174,28.83364,GBIF
5028,19719,carolinensis,-80.80289,28.81884,GBIF
5029,19720,carolinensis,-99.32029,28.78716,GBIF
5030,19721,carolinensis,-97.81677,30.23495,GBIF
5031,19722,carolinensis,-84.3726,30.0316,GBIF
5032,19723,carolinensis,-84.4166,34.75,GBIF
5033,19724,carolinensis,-84.7,34.4333,GBIF
5034,19725,carolinensis,-85.08707,30.40055,GBIF
5035,19726,carolinensis,-84.8313,34.4253,GBIF
5036,19727,carolinensis,-96.71297,32.93795,GBIF
5037,19728,carolinensis,-80.54016,25.76102,GBIF
5038,19729,carolinensis,-81.06708,26.1477,GBIF
5039,19730,carolinensis,-80.54016,25.76102,GBIF
5040,19731,carolinensis,-81.94767,26.46044,GBIF
5041,19732,carolinensis,-80.1772,25.96269,GBIF
5042,19733,carolinensis,-80.5623,25.7608,GBIF
5043,19734,carolinensis,-93.16,31.1,GBIF
5044,19735,carolinensis,-84.97675,29.88549,GBIF
5045,19736,carolinensis,-96.36989,30.67437,GBIF
5046,19737,carolinensis,-80.08299,26.3587,GBIF
5047,19738,carolinensis,-97.29068,30.11036,GBIF
5048,19739,carolinensis,-83.5002,32.7504,GBIF
5049,19740,carolinensis,-99.2506,31.2504,GBIF
5050,19741,carolinensis,-97.29068,30.11036,GBIF
5051,19742,carolinensis,-91.16,30.4,GBIF
5052,19743,carolinensis,-91.16,30.4,GBIF
5053,19744,carolinensis,-80.98082,25.9446,GBIF
5054,19745,carolinensis,-90.82,30.24,GBIF
5055,19746,carolinensis,-91.16,30.4,GBIF
5056,19747,carolinensis,-91.16,30.4,GBIF
5057,19748,carolinensis,-81.04237,25.76009,GBIF
5058,19749,carolinensis,-80.2622,25.7485,GBIF
5059,19750,carolinensis,-85.20033,30.13586,GBIF
5060,19751,carolinensis,-90.14217,29.90571,GBIF
5061,19752,carolinensis,-84.15176,30.28435,GBIF
5062,19753,carolinensis,-85.12728,30.09507,GBIF
5063,19754,carolinensis,-82.29744,28.81028,GBIF
5064,19755,carolinensis,-97.29068,30.11036,GBIF
5065,19756,carolinensis,-80.664,28.548,GBIF
5066,19757,carolinensis,-97.29068,30.11036,GBIF
5067,19758,carolinensis,-97.02739,32.46715,GBIF
5068,19759,carolinensis,-85.60807,30.5665,GBIF
5069,19760,carolinensis,-80.95433,25.74685,GBIF
5070,19761,carolinensis,-81.77767,24.55607,GBIF
5071,19762,carolinensis,-80.34003,25.44947,GBIF
5072,19763,carolinensis,-95.29981,30.02909,GBIF
5073,19764,carolinensis,-80.23382,25.38557,GBIF
5074,19765,carolinensis,-83.08496,29.12673,GBIF
5075,19766,carolinensis,-97.58704,29.58786,GBIF
5076,19767,carolinensis,-84.3457,30.48003,GBIF
5077,19768,carolinensis,-96.20976,30.56194,GBIF
5078,19769,carolinensis,-81.8044,26.19,GBIF
5079,19770,carolinensis,-89.51785,34.36995,GBIF
5080,19771,carolinensis,-80.19111,26.91566,GBIF
5081,19772,carolinensis,-85.08707,30.40055,GBIF
5082,19773,carolinensis,-83.54,32.84,GBIF
5083,19774,carolinensis,-86.4202,30.7911,GBIF
5084,19775,carolinensis,-82.22,29.42,GBIF
5085,19776,carolinensis,-80.82716,25.76193,GBIF
5086,19777,carolinensis,-97.86047,30.34731,GBIF
5087,19778,carolinensis,-82.66851,30.26134,GBIF
5088,19779,carolinensis,-79.9312,32.6605,GBIF
5089,19780,carolinensis,-77.9803,33.8841,GBIF
5090,19781,carolinensis,-84.31657,30.43353,GBIF
5091,19782,carolinensis,-79.9312,32.6605,GBIF
5092,19783,carolinensis,-79.9312,32.6605,GBIF
5093,19784,carolinensis,-81.77767,24.55607,GBIF
5094,19785,carolinensis,-79.9312,32.6605,GBIF
5095,19786,carolinensis,-81.33769,27.1882,GBIF
5096,19787,carolinensis,-79.9312,32.6605,GBIF
5097,19788,carolinensis,-82.932,35.1242,GBIF
5098,19789,carolinensis,-76.6638,34.7182,GBIF
5099,19790,carolinensis,-80.49142,25.44771,GBIF
5100,19791,carolinensis,-86.50406,30.5277,GBIF
5101,19792,carolinensis,-83.9078,31.9644,GBIF
5102,19793,carolinensis,-81.6597,30.32619,GBIF
5103,19794,carolinensis,-81.77767,24.55607,GBIF
5104,19795,carolinensis,-84.96889,32.35222,GBIF
5105,19796,carolinensis,-81.33769,27.1882,GBIF
5106,19797,carolinensis,-77.9803,33.8841,GBIF
5107,19798,carolinensis,-79.9312,32.6605,GBIF
5108,19799,carolinensis,-82.3459,30.7996,GBIF
5109,19800,carolinensis,-77.78971,24.72517,GBIF
5110,19801,carolinensis,-79.9312,32.6605,GBIF
5111,19802,carolinensis,-79.9312,32.6605,GBIF
5112,19803,carolinensis,-79.9556,32.7277,GBIF
5113,19804,carolinensis,-98.70729,29.47296,GBIF
5114,19805,carolinensis,-96.70404,32.70534,GBIF
5115,19806,carolinensis,-79.9312,32.6605,GBIF
5116,19807,carolinensis,-81.80277,24.55803,GBIF
5117,19808,carolinensis,-81.3438,24.6691,GBIF
5118,19809,carolinensis,-80.19228,25.75773,GBIF
5119,19810,carolinensis,-81.3438,24.6691,GBIF
5120,19811,carolinensis,-81.80277,24.55803,GBIF
5121,19812,carolinensis,-94.70722,31.33149,GBIF
5122,19813,carolinensis,-81.87064,29.25885,GBIF
5123,19814,carolinensis,-95.05491,29.58411,GBIF
5124,19815,carolinensis,-90.8102344,29.74202459,GBIF
5125,19816,carolinensis,-90.8102344,29.74202459,GBIF
5126,19817,carolinensis,-94.17838,32.69226,GBIF
5127,19818,carolinensis,-82.11915,26.43469,GBIF
5128,19819,carolinensis,-97.76837,30.2853,GBIF
5129,19820,carolinensis,-91.529958,31.32097248,GBIF
5130,19821,carolinensis,-91.529958,31.32097248,GBIF
5131,19822,carolinensis,-91.529958,31.32097248,GBIF
5132,19823,carolinensis,-94.17431,30.25152,GBIF
5133,19824,carolinensis,-94.02403,30.81402,GBIF
5134,19825,carolinensis,-90.44,30,GBIF
5135,19826,carolinensis,-80.18922,25.76805,GBIF
5136,19827,carolinensis,-97.17021,30.0877,GBIF
5137,19828,carolinensis,-87.28,30.32,GBIF
5138,19829,carolinensis,-95.69467,30.08396,GBIF
5139,19830,carolinensis,-98.52404,28.98302,GBIF
5140,19831,carolinensis,-97.93188,29.89133,GBIF
5141,19832,carolinensis,-95.73633,29.70757,GBIF
5142,19833,carolinensis,-97.74847,30.28975,GBIF
5143,19834,carolinensis,-97.77201,30.2704,GBIF
5144,19835,carolinensis,-81.8725,26.75,GBIF
5145,19836,carolinensis,-78.0056,25.14147,GBIF
5146,19837,carolinensis,-82.1667,26.6411,GBIF
5147,19838,carolinensis,-96.33358,30.60732,GBIF
5148,19839,carolinensis,-82.1667,26.6411,GBIF
5149,19840,carolinensis,-82.1667,26.6411,GBIF
5150,19841,carolinensis,-96.58576,32.88832,GBIF
5151,19842,carolinensis,-97.86396,29.8569,GBIF
