"species","svl_mean","head.count_mean","midline.count_mean","dorsal.count_mean","dorsolateral.count_mean","chin.count_mean","ventral.count_mean","foretoes.count.t_mean","foretoes.count.b_mean","hindtoes.count.t_mean","hindtoes.count.b_mean"
"lyra",60.93,-3.10460371867963,-3.10460371867963,-3.00929353887531,-2.6346000894339,-2.36266637395026,-3.46127866261836,-2.51681705377751,-2.92228216188568,-2.69913861057147,-3.46127866261836
"macrolepis",60.73,-3.2611409923082,-3.45356390276092,-3.38679820644866,-2.87454604819146,-2.73070501196557,-2.83452469435469,-2.69137114423635,-2.80294291989345,-2.87454604819146,-3.16080564457713
"maculiventris",44.02,-2.35752772045817,-1.8109840140901,-1.75969071970255,-1.75969071970255,-1.53654716838834,-2.190473635795,-2.04737279215433,-2.55819841592032,-2.190473635795,-2.6759814515767
"mariarum",52.6033333333333,-3.21226681730504,-2.65089054895981,-2.57050319668752,-2.47910362264935,-2.40866725809362,-2.94882984096718,-2.16736403927759,-2.62421270732817,-2.56852495151424,-3.03260131706081
"marsupialis",42.99,-2.9162197868447,-2.9162197868447,-3.00738056524168,-2.40539416307871,-2.26657829477957,-2.76206910701744,-2.00002676774041,-2.5108523915064,-2.26657829477957,-2.83914444693107
"maynardii",74.17,-4.20661405068287,-3.4930558728628,-3.39774569305847,-3.35424000456366,-2.99642998635766,-3.55697255861774,-2.30460899938947,-3.08891695834639,-2.61845594545817,-3.19363762231845
"mccraniei",52.0375,-3.38987372904635,-3.53682039527188,-3.59260628310043,-2.89324784254121,-2.60041094828874,-3.38987372904635,-2.17019064505687,-2.60715070388018,-2.49123153538567,-3.07779657450985
"medemi",49.2833333333333,-2.68861167175563,-2.14829775945043,-2.03591672168138,-1.9203265912461,-1.90364136775703,-2.36600102861714,-1.99634658034742,-2.49770571260618,-2.32000578095917,-2.82653297539658
"meridionalis",48.0733333333333,-2.993264864079,-2.69995716817791,-2.73921818006337,-2.3753369736127,-2.14475444021086,-3.32286400496597,-2.16470070953727,-2.44861811311613,-2.59794676447125,-2.73921818006337
"microlepidotus",43.96,-2.96229957746559,-2.18910968923211,-2.11500171707839,-2.04600884559144,-1.86368728879748,-2.67461750501381,-1.86368728879748,-2.26915239690565,-2.35616377389527,-2.55683446935743
"milleri",50.05,-3.13463885318375,-2.7535688271603,-2.56970643709764,-2.45050092537514,-2.08606829379413,-2.70591373725814,-2.11310190442927,-2.66240804876332,-2.48499736111862,-2.99079781695786
"monensis",59.745,-3.7000560152275,-2.88473595518515,-2.72710094069985,-2.37545116468786,-2.63002293347937,-3.06859834524781,-2.0702435360326,-2.88117375224893,-2.39871117250531,-3.0159180874189
"morazani",44.71,-3.17840876733786,-2.91901187063028,-2.64951362026394,-2.22586469007033,-2.2629186761472,-2.91901187063028,-1.98863570027278,-2.44678106620985,-2.30294002998396,-2.77517083440439
"neblininus",64.28,-3.90447781191195,-3.21133063135201,-2.94896636688452,-2.94896636688452,-2.46939328662263,-3.21133063135201,-2.01999548644452,-2.47198061018758,-2.51818345079206,-2.87485839473079
"nebuloides",38.96,-2.72092693891589,-2.72092693891589,-2.72092693891589,-1.94773705068241,-1.67947306408773,-2.72092693891589,-1.62231465024778,-2.02777975835594,-2.02777975835594,-2.31546183080772
"nebulosus",40.625,-2.89363172719531,-2.58155457265881,-2.51478887634655,-2.11280810289643,-1.88840739209886,-2.58155457265881,-1.90451220910997,-2.10724476316405,-2.20048454663536,-2.51478887634655
"nelsoni",66.8966666666667,-3.82188265546435,-3.19794859649715,-3.07640089196785,-2.57934289465439,-2.8369125624531,-3.55305736684203,-2.33131510357638,-3.02860312413585,-2.71666949103084,-3.32052352320559
"nicefori",52.87,-3.51212974570245,-3.04212611645671,-2.92434308080033,-2.72367238533818,-2.17712867897011,-3.17565750908123,-1.9466634366915,-2.41666706593723,-2.28835431408033,-2.55661830067501
"ocelloscapularis",41.905,-2.35842704320258,-2.17456465313992,-1.91566750659887,-1.79419441729368,-1.63585961263116,-2.35340187527583,-1.85278493547715,-2.31093030141423,-2.21458600697668,-2.6433111229023
"oculatus",70.88,-3.51068271189693,-3.51068271189693,-2.93531856699337,-2.61686483587483,-2.44981075121167,-3.22300063944515,-2.30906008491595,-3.2253508167901,-2.71217501567916,-3.31001201643478
"omiltemanus",41.24,-3.01587598863508,-2.48698084156116,-2.43430058373224,-2.07234116411889,-2.06036454360765,-2.61263805570161,-1.65786680325939,-2.14040725128118,-1.98625657145393,-2.48698084156116
"onca",91.2333333333333,-4.17720510099346,-4.0149116011289,-3.97979142924296,-3.72955241844915,-3.46384971316137,-4.137944089108,-3.57971040541168,-3.57971040541168,-3.75855621077903,-3.72955241844915
"opalinus",48.96,-3.58311885843477,-2.40446386209312,-2.48450656976666,-2.26136301845245,-1.97368094600067,-2.66682812656062,-1.47290565808818,-2.26136301845245,-1.97368094600067,-2.57151794675629
"ophiolepis",38.16,-2.67736186898806,-2.85968342578202,-3.08282697709623,-2.60028652907443,-1.7632983122886,-2.76852264738504,-1.76332847729117,-1.87490025294827,-2.11888115531991,-2.39755397502035
"orcesi",58.24,-3.70503622766867,-2.74952478264123,-2.60642393900056,-2.67541681048751,-2.22343168674445,-3.11724956276655,-2.13355086732687,-2.42123293977865,-2.37003516093633,-2.60642393900056
"ortonii",49.44,-2.90988022428421,-2.42437240850251,-2.42437240850251,-2.21673304372426,-1.99358949241005,-2.59142649316567,-1.8112679356161,-2.50441511617604,-2.0448827867976,-2.59142649316567
"pachypus",45.9225,-2.68247440654436,-2.5400323666945,-2.23958521606673,-1.97831232474898,-1.89767864255462,-2.70177181621714,-2.1842032063518,-2.35156086983745,-2.46811184858155,-2.90450437027122
"paternus",44.1725,-3.20945649315893,-2.12660873848261,-2.02278905609349,-1.86232558455039,-1.73494834258008,-2.3434604007187,-1.47135005910579,-1.87370953721432,-1.83685868946277,-2.1996428441829
"pecuarius",71.84,-3.65564685332181,-3.25250463498568,-3.12073372277097,-2.98531714624811,-2.96774912508458,-3.54200465766495,-2.1589815036945,-2.96626434163479,-2.54342723314695,-3.05003581772842
"pentaprion",67.75,-3.8252479641454,-3.05205807591191,-2.90895723227124,-2.84441871113367,-2.2158100517113,-3.05205807591191,-2.31870447487393,-3.12963469109026,-2.4815132174443,-3.13210078358545
"peraccae",47.755,-2.90259942642416,-2.52152940040072,-2.43036862200374,-2.08379503172377,-1.90234228487908,-2.35329328209011,-2.02490351389557,-2.43036862200374,-2.31327192825334,-2.77694221228371
"petersii",105,-4.41506844187517,-4.19192489056096,-3.92956062609347,-3.7864597824528,-3.55007100438857,-4.09661471075664,-3.09331260189285,-3.7864597824528,-3.31645615320706,-4.00960333376701
"pijolense",55.63,-3.35417856254622,-3.14357183000807,-2.78161241039472,-2.69808536806313,-2.42380239218872,-3.15144600849214,-2.11471979544851,-2.74110127969619,-2.66103138198627,-3.27710322263259
"placidus",43.28,-2.94359910203468,-2.15632377531785,-2.04771936742065,-1.9486844105396,-1.75914523407212,-2.19634512915461,-1.54320445219606,-1.83088652464784,-1.83090137488322,-2.01322293167717
"planiceps",63.775,-3.35857275885866,-3.29968124103047,-3.02608460706204,-2.57950044983539,-2.58835023838509,-3.79630712753561,-2.45238338064327,-3.01199916857869,-2.89490247482829,-3.35857275885866
