 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.227,1.765,0.914,1.404,0.712,0.985
2,0.099,1.139,0.961,1.122,0.891,0.994
3,0.091,1.120,0.911,1.414,0.707,0.992
4,0.264,1.936,0.885,1.371,0.729,0.972
5,0.254,1.881,0.902,1.304,0.767,0.973
6,0.250,1.845,0.922,1.231,0.813,0.986
7,0.260,1.878,0.928,1.305,0.766,0.984
8,0.255,1.885,0.901,1.268,0.789,0.969
9,0.152,1.452,0.904,1.357,0.737,0.981
