 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.050,0.853,0.866,1.641,0.609,0.979
2,0.042,0.753,0.926,1.358,0.736,0.982
3,0.059,0.877,0.956,1.060,0.944,0.997
4,0.056,0.890,0.884,1.629,0.614,0.984
5,0.050,0.803,0.965,1.230,0.813,1.001
6,0.042,0.730,0.978,1.076,0.929,0.997
7,0.073,0.979,0.952,1.213,0.825,0.986
8,0.044,0.782,0.911,1.422,0.703,0.991
9,0.049,0.798,0.968,1.159,0.863,0.996
