 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.022,0.533,0.953,1.214,0.824,0.998
2,0.016,0.463,0.914,1.495,0.669,0.978
3,0.014,0.434,0.931,1.327,0.754,0.983
4,0.059,0.898,0.923,1.084,0.922,0.968
5,0.066,0.960,0.899,1.360,0.735,0.978
6,0.064,0.951,0.895,1.266,0.790,0.974
7,0.023,0.551,0.953,1.286,0.778,0.998
8,0.018,0.491,0.940,1.348,0.742,0.987
9,0.016,0.451,0.957,1.044,0.958,0.993
