 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.312,2.184,0.823,1.480,0.676,0.936
2,0.242,1.916,0.828,1.459,0.686,0.945
3,0.242,1.943,0.806,1.562,0.640,0.948
4,0.316,2.089,0.909,1.122,0.891,0.976
5,0.319,2.174,0.850,1.463,0.684,0.958
6,0.316,2.134,0.871,1.144,0.874,0.960
7,0.240,1.788,0.944,1.163,0.860,0.986
8,0.284,1.962,0.928,1.129,0.885,0.984
9,0.293,1.965,0.953,1.215,0.823,0.994
