 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.126,1.276,0.971,1.155,0.866,0.993
2,0.187,1.556,0.971,1.115,0.897,0.997
3,0.123,1.264,0.972,1.167,0.857,0.999
4,0.123,1.254,0.980,1.193,0.838,0.997
5,0.136,1.372,0.905,1.082,0.924,0.972
6,0.204,1.660,0.932,1.233,0.811,0.990
7,0.140,1.383,0.921,1.405,0.712,0.992
8,0.189,1.581,0.948,1.285,0.778,0.994
9,0.198,1.615,0.953,1.285,0.778,0.995
