 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.022,0.545,0.929,1.509,0.663,0.992
2,0.008,0.330,0.974,1.306,0.766,1.022
3,0.013,0.430,0.866,1.596,0.626,0.992
4,0.012,0.399,0.977,1.170,0.855,1.002
5,0.015,0.447,0.966,1.281,0.781,1.005
6,0.017,0.476,0.942,1.183,0.845,1.000
7,0.008,0.339,0.927,1.366,0.732,0.994
8,0.021,0.523,0.965,1.149,0.870,0.998
9,0.018,0.488,0.957,1.076,0.929,0.987
