 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.727,3.322,0.828,1.297,0.771,0.954
2,0.776,3.416,0.836,1.272,0.786,0.948
3,0.642,2.989,0.903,1.187,0.842,0.976
4,0.482,2.673,0.848,1.275,0.784,0.946
5,0.629,3.195,0.774,1.469,0.681,0.936
6,0.613,3.040,0.834,1.312,0.762,0.958
7,0.701,3.279,0.819,1.330,0.752,0.953
8,0.736,3.232,0.885,1.227,0.815,0.969
9,0.634,3.058,0.852,1.425,0.702,0.958
