 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.050,0.812,0.951,1.340,0.746,0.995
2,0.026,0.595,0.918,1.296,0.772,0.988
3,0.054,0.865,0.914,1.588,0.630,1.008
4,0.085,1.049,0.966,1.244,0.804,0.987
5,0.082,1.038,0.955,1.341,0.746,0.995
6,0.072,0.995,0.916,1.522,0.657,0.982
7,0.038,0.721,0.915,1.472,0.679,0.974
8,0.029,0.628,0.914,1.625,0.615,1.006
9,0.034,0.704,0.862,1.776,0.563,0.976
