 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.030,0.628,0.963,1.203,0.831,1.003
2,0.031,0.637,0.974,1.121,0.892,0.996
3,0.039,0.708,0.975,1.239,0.807,0.999
4,0.027,0.595,0.969,1.262,0.792,0.992
5,0.031,0.636,0.975,1.186,0.843,0.998
6,0.043,0.760,0.935,1.451,0.689,0.998
7,0.030,0.633,0.934,1.457,0.686,0.991
8,0.039,0.738,0.897,1.617,0.619,1.009
9,0.048,0.803,0.926,1.500,0.667,0.996
