 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.011,0.377,0.967,1.104,0.906,1.012
2,0.005,0.270,0.915,1.065,0.939,0.908
3,0.015,0.441,0.963,1.128,0.887,1.015
4,0.047,0.802,0.927,1.176,0.850,0.985
5,0.047,0.786,0.963,1.130,0.885,0.995
6,0.051,0.833,0.922,1.229,0.814,0.997
7,0.021,0.519,0.969,1.241,0.806,0.990
8,0.015,0.438,0.965,1.215,0.823,0.987
9,0.014,0.423,0.981,1.076,0.930,0.996
