 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.504,2.549,0.975,1.150,0.870,0.995
2,0.779,3.151,0.985,1.115,0.897,0.998
3,0.818,3.287,0.952,1.114,0.898,0.982
4,0.123,1.316,0.894,1.525,0.656,0.987
5,0.759,3.155,0.958,1.180,0.847,0.994
6,0.129,1.409,0.815,2.056,0.486,0.996
7,0.110,1.222,0.922,1.502,0.666,0.988
8,0.532,2.821,0.840,1.808,0.553,0.994
