 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.018,0.489,0.941,1.196,0.836,0.979
2,0.025,0.577,0.958,1.167,0.857,0.989
3,0.024,0.575,0.926,1.164,0.859,1.006
4,0.050,0.808,0.961,1.102,0.908,0.997
5,0.062,0.929,0.897,1.338,0.747,0.984
6,0.076,1.022,0.917,1.086,0.921,0.989
7,0.019,0.506,0.939,1.289,0.776,1.016
8,0.019,0.525,0.867,1.728,0.579,1.003
9,0.018,0.493,0.947,1.328,0.753,0.985
