 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.403,2.363,0.907,1.339,0.747,0.973
2,0.355,2.215,0.908,1.304,0.767,0.984
3,0.367,2.272,0.894,1.198,0.835,0.965
4,0.431,2.420,0.925,1.290,0.775,0.985
5,0.444,2.488,0.901,1.107,0.904,0.969
6,0.437,2.458,0.909,1.143,0.875,0.977
7,0.546,2.765,0.898,1.388,0.720,0.973
8,0.410,2.394,0.900,1.386,0.721,0.972
9,0.498,2.630,0.905,1.126,0.888,0.966
