 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.085,1.068,0.940,1.320,0.757,0.994
2,0.114,1.225,0.956,1.301,0.769,0.996
3,0.109,1.191,0.969,1.220,0.820,0.996
4,0.075,0.989,0.964,1.174,0.852,0.995
5,0.074,0.980,0.964,1.139,0.878,0.998
6,0.108,1.184,0.967,1.227,0.815,0.994
7,0.102,1.158,0.952,1.165,0.859,0.994
8,0.124,1.286,0.946,1.429,0.700,0.991
9,0.114,1.224,0.958,1.221,0.819,0.994
