 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.052,0.830,0.946,1.232,0.812,0.993
2,0.055,0.864,0.920,1.500,0.667,0.989
3,0.070,0.955,0.964,1.245,0.803,0.994
4,0.200,1.604,0.975,1.129,0.886,0.998
5,0.182,1.546,0.956,1.219,0.820,0.996
6,0.133,1.302,0.985,1.038,0.964,1.002
7,0.068,0.939,0.968,1.192,0.839,0.996
8,0.068,0.960,0.931,1.028,0.973,0.978
9,0.101,1.151,0.953,1.307,0.765,0.998
