 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.164,1.509,0.906,1.349,0.741,0.984
2,0.185,1.579,0.932,1.028,0.973,0.986
3,0.180,1.608,0.877,1.342,0.745,0.983
4,0.171,1.512,0.941,1.083,0.923,0.985
5,0.194,1.654,0.893,1.204,0.831,0.963
6,0.222,1.761,0.899,1.344,0.744,0.979
7,0.198,1.628,0.937,1.191,0.839,0.988
8,0.247,1.933,0.830,1.702,0.588,0.956
9,0.200,1.645,0.928,1.068,0.937,0.982
