 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.011,0.382,0.962,1.049,0.954,1.009
2,0.014,0.447,0.897,1.517,0.659,0.996
3,0.021,0.524,0.968,1.197,0.836,0.993
4,0.033,0.653,0.978,1.091,0.917,0.993
5,0.024,0.559,0.953,1.174,0.852,0.989
6,0.021,0.526,0.970,1.191,0.840,0.994
7,0.013,0.425,0.885,1.497,0.668,1.004
8,0.014,0.423,0.964,1.178,0.849,1.019
9,0.013,0.417,0.945,1.330,0.752,1.006
