 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.546,2.775,0.891,1.303,0.768,0.960
2,0.590,2.880,0.894,1.336,0.749,0.974
3,0.628,2.925,0.922,1.162,0.861,0.976
4,0.608,3.063,0.815,1.711,0.584,0.967
5,0.494,2.801,0.791,1.741,0.574,0.957
6,0.467,2.597,0.871,1.466,0.682,0.974
7,0.594,2.934,0.868,1.077,0.929,0.950
8,0.640,3.015,0.884,1.134,0.882,0.965
9,0.510,2.729,0.861,1.367,0.731,0.963
