 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.383,2.362,0.863,1.159,0.863,0.961
2,0.327,2.301,0.776,1.279,0.782,0.931
3,0.385,2.500,0.774,1.154,0.867,0.936
4,0.313,2.174,0.832,1.097,0.911,0.972
5,0.464,2.599,0.864,1.199,0.834,0.963
6,0.414,2.595,0.772,1.257,0.795,0.923
7,0.385,2.504,0.771,1.356,0.738,0.920
8,0.357,2.368,0.799,1.121,0.892,0.937
9,0.403,2.503,0.807,1.287,0.777,0.931
