 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.651,3.094,0.854,1.041,0.961,0.951
2,0.660,3.211,0.804,1.350,0.741,0.959
3,0.786,3.628,0.750,1.173,0.852,0.910
4,0.701,3.248,0.835,1.275,0.784,0.950
5,0.516,2.845,0.800,1.281,0.780,0.939
6,0.548,2.940,0.797,1.227,0.815,0.936
7,0.599,3.061,0.804,1.358,0.737,0.919
8,0.632,3.106,0.824,1.121,0.892,0.938
9,0.566,3.131,0.726,1.199,0.834,0.912
