 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.025,0.571,0.981,1.066,0.938,0.998
2,0.030,0.629,0.965,1.263,0.792,0.998
3,0.021,0.522,0.982,1.092,0.916,0.993
4,0.063,0.898,0.983,1.180,0.848,1.004
5,0.066,0.927,0.968,1.090,0.917,0.994
6,0.080,1.018,0.969,1.192,0.839,1.000
7,0.024,0.563,0.949,1.281,0.781,0.995
8,0.039,0.702,0.988,1.186,0.843,1.001
9,0.036,0.673,0.993,1.161,0.861,1.004
