 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.016,0.461,0.940,1.294,0.773,0.982
2,0.014,0.449,0.879,1.688,0.592,0.978
3,0.009,0.359,0.868,1.676,0.597,0.988
4,0.083,1.056,0.940,1.377,0.726,0.996
5,0.074,1.008,0.916,1.382,0.724,0.994
6,0.020,0.517,0.953,1.095,0.914,1.003
7,0.009,0.363,0.903,1.416,0.706,0.986
8,0.016,0.493,0.853,1.745,0.573,0.990
9,0.016,0.494,0.821,1.579,0.633,0.957
