 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.013,0.395,1.000,1.168,0.856,0.990
2,0.010,0.366,0.924,1.521,0.657,0.997
3,0.011,0.372,0.993,1.175,0.851,0.983
4,0.035,0.681,0.945,1.343,0.745,1.003
5,0.039,0.720,0.945,1.471,0.680,0.998
6,0.028,0.611,0.944,1.344,0.744,0.985
7,0.016,0.456,0.979,1.232,0.811,0.998
8,0.009,0.339,1.000,1.356,0.738,0.970
9,0.009,0.338,0.974,1.347,0.743,1.018
