 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.064,0.935,0.922,1.277,0.783,0.993
2,0.070,0.948,0.979,1.065,0.939,0.992
3,0.059,0.895,0.921,1.065,0.939,0.986
4,0.067,0.948,0.937,1.264,0.791,0.998
5,0.048,0.820,0.902,1.522,0.657,0.990
6,0.057,0.879,0.931,1.212,0.825,0.992
7,0.055,0.842,0.967,1.121,0.892,0.997
8,0.058,0.873,0.956,1.158,0.863,0.992
9,0.058,0.883,0.935,1.261,0.793,0.993
