 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.161,1.473,0.935,1.259,0.794,0.994
2,0.143,1.405,0.909,1.373,0.728,0.989
3,0.156,1.456,0.926,1.260,0.794,0.988
4,0.180,1.572,0.918,1.225,0.816,0.979
5,0.146,1.452,0.871,1.082,0.924,0.966
6,0.189,1.592,0.937,1.223,0.818,0.993
7,0.128,1.326,0.916,1.251,0.799,0.977
8,0.106,1.196,0.931,1.185,0.844,0.980
9,0.132,1.320,0.952,1.105,0.905,0.982
