 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.059,0.897,0.926,1.367,0.732,0.996
2,0.048,0.806,0.937,1.354,0.739,0.995
3,0.050,0.836,0.903,1.486,0.673,0.982
4,0.053,0.860,0.901,1.387,0.721,0.993
5,0.055,0.857,0.947,1.214,0.824,0.997
6,0.044,0.771,0.924,1.291,0.775,0.984
7,0.052,0.877,0.852,1.817,0.550,0.995
8,0.047,0.806,0.910,1.448,0.690,1.002
9,0.039,0.807,0.758,2.230,0.449,0.983
