 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.154,1.426,0.950,1.170,0.854,0.986
2,0.095,1.171,0.872,1.729,0.578,0.992
3,0.122,1.288,0.924,1.360,0.735,0.989
4,0.123,1.277,0.944,1.173,0.852,0.994
5,0.147,1.381,0.969,1.068,0.936,0.989
6,0.125,1.317,0.907,1.348,0.742,0.972
7,0.150,1.415,0.939,1.197,0.835,0.987
8,0.125,1.312,0.912,1.324,0.756,0.980
9,0.136,1.331,0.963,1.108,0.902,0.999
