 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.144,1.374,0.959,1.150,0.869,0.997
2,0.119,1.252,0.952,1.295,0.772,0.992
3,0.157,1.452,0.938,1.123,0.891,0.994
4,0.137,1.396,0.882,1.180,0.848,0.960
5,0.130,1.350,0.895,1.412,0.708,0.991
6,0.170,1.534,0.907,1.252,0.799,0.971
7,0.109,1.219,0.921,1.083,0.924,0.966
8,0.157,1.457,0.928,1.149,0.870,0.988
9,0.159,1.451,0.951,1.113,0.899,0.986
