 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.026,0.609,0.889,1.612,0.620,1.001
2,0.016,0.460,0.949,1.276,0.783,0.981
3,0.026,0.625,0.836,1.890,0.529,0.977
4,0.026,0.599,0.915,1.454,0.688,0.994
5,0.032,0.665,0.895,1.485,0.673,0.990
6,0.026,0.586,0.939,1.220,0.820,1.005
7,0.024,0.566,0.928,1.235,0.809,0.994
8,0.018,0.494,0.925,1.249,0.801,0.991
9,0.019,0.513,0.930,1.318,0.759,0.988
