 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.079,1.037,0.918,1.236,0.809,0.993
2,0.159,1.467,0.926,1.170,0.855,0.987
3,0.164,1.478,0.942,1.176,0.850,0.988
4,0.167,1.546,0.878,1.157,0.864,0.961
5,0.169,1.550,0.886,1.182,0.846,0.974
6,0.177,1.557,0.916,1.284,0.779,0.983
7,0.133,1.334,0.942,1.076,0.929,0.984
8,0.186,1.609,0.904,1.369,0.730,0.981
9,0.209,1.695,0.916,1.100,0.909,0.974
