 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.242,1.769,0.973,1.130,0.885,0.992
2,0.240,1.829,0.903,1.019,0.982,0.966
3,0.212,1.687,0.938,1.224,0.817,0.994
4,0.167,1.534,0.893,1.297,0.771,0.968
5,0.083,1.126,0.823,1.520,0.658,0.969
6,0.168,1.572,0.853,1.709,0.585,0.964
7,0.216,1.719,0.920,1.188,0.842,0.976
8,0.237,1.861,0.861,1.308,0.765,0.944
9,0.303,2.051,0.906,1.344,0.744,0.983
