 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.015,0.447,0.937,1.330,0.752,1.000
2,0.030,0.635,0.941,1.350,0.740,0.999
3,0.025,0.582,0.914,1.259,0.794,1.007
4,0.038,0.711,0.940,1.324,0.755,0.990
5,0.031,0.650,0.928,1.351,0.740,0.980
6,0.046,0.786,0.941,1.348,0.742,0.991
7,0.023,0.551,0.954,1.227,0.815,0.981
8,0.018,0.490,0.968,1.208,0.828,1.003
9,0.019,0.511,0.930,1.517,0.659,0.995
