 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.132,1.316,0.960,1.138,0.879,0.994
2,0.186,1.611,0.901,1.632,0.613,0.998
3,0.149,1.400,0.956,1.249,0.800,1.001
4,0.130,1.298,0.971,1.146,0.872,1.000
5,0.125,1.287,0.947,1.106,0.904,0.985
6,0.172,1.488,0.973,1.068,0.936,0.989
7,0.136,1.343,0.950,1.206,0.829,0.991
8,0.133,1.350,0.915,1.238,0.808,0.987
9,0.173,1.515,0.946,1.135,0.881,0.988
