 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.046,0.777,0.952,1.092,0.915,0.986
2,0.041,0.736,0.952,1.044,0.958,0.991
3,0.031,0.649,0.936,1.183,0.845,0.987
4,0.022,0.567,0.878,1.335,0.749,0.996
5,0.034,0.679,0.930,1.344,0.744,0.998
6,0.038,0.709,0.949,1.315,0.761,0.995
7,0.054,0.848,0.950,1.049,0.954,0.984
8,0.046,0.778,0.956,1.117,0.895,1.001
9,0.039,0.729,0.930,1.291,0.775,0.991
