 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.019,0.507,0.946,1.087,0.920,0.982
2,0.021,0.545,0.873,1.502,0.666,0.962
3,0.028,0.612,0.927,1.372,0.729,0.986
4,0.034,0.715,0.836,1.331,0.751,0.948
5,0.029,0.646,0.879,1.337,0.748,0.982
6,0.031,0.674,0.856,1.154,0.866,0.934
7,0.023,0.587,0.826,1.023,0.978,0.946
8,0.023,0.567,0.886,1.432,0.698,0.983
9,0.020,0.583,0.738,1.574,0.635,0.889
