 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.133,1.333,0.939,1.116,0.896,0.988
2,0.130,1.324,0.929,1.125,0.889,0.988
3,0.133,1.387,0.868,1.422,0.703,0.991
4,0.205,1.738,0.853,1.631,0.613,0.974
5,0.119,1.301,0.884,1.230,0.813,0.993
6,0.171,1.560,0.881,1.632,0.613,0.997
7,0.149,1.472,0.863,1.378,0.726,0.985
8,0.135,1.383,0.888,1.292,0.774,0.970
9,0.136,1.361,0.920,1.158,0.863,0.994
