 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.034,0.680,0.915,1.069,0.935,0.996
2,0.043,0.766,0.927,1.217,0.822,0.984
3,0.044,0.767,0.947,1.057,0.946,1.000
4,0.026,0.610,0.893,1.393,0.718,0.977
5,0.035,0.695,0.914,1.285,0.778,0.980
6,0.037,0.712,0.920,1.157,0.865,0.989
7,0.047,0.832,0.845,1.452,0.688,0.963
8,0.034,0.674,0.938,1.268,0.789,0.993
9,0.035,0.724,0.851,1.147,0.872,0.934
