 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.013,0.424,0.932,1.086,0.921,0.996
2,0.014,0.423,0.960,1.167,0.857,1.016
3,0.013,0.422,0.931,1.334,0.749,1.004
4,0.022,0.537,0.976,1.058,0.945,0.993
5,0.019,0.500,0.975,1.129,0.885,0.999
6,0.019,0.497,0.962,1.154,0.867,0.987
7,0.014,0.419,0.998,1.217,0.822,1.008
8,0.017,0.468,0.971,1.083,0.923,0.994
9,0.013,0.408,0.988,1.038,0.964,0.978
