 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.099,1.138,0.958,1.154,0.867,0.992
2,0.057,0.881,0.921,1.170,0.855,1.003
3,0.114,1.232,0.947,1.083,0.923,0.996
4,0.088,1.111,0.895,1.389,0.720,0.991
5,0.190,1.644,0.885,1.492,0.670,0.982
6,0.124,1.289,0.939,1.215,0.823,0.994
7,0.099,1.160,0.920,1.297,0.771,0.988
8,0.091,1.096,0.947,1.130,0.885,0.998
9,0.115,1.249,0.928,1.206,0.829,0.985
