 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.015,0.469,0.844,1.883,0.531,0.989
2,0.016,0.476,0.861,1.747,0.572,0.996
3,0.021,0.523,0.957,1.303,0.768,0.983
4,0.053,0.856,0.913,1.195,0.837,0.983
5,0.057,0.872,0.933,1.096,0.912,0.988
6,0.055,0.884,0.892,1.256,0.796,0.971
7,0.026,0.586,0.959,1.267,0.789,1.005
8,0.010,0.353,0.977,1.074,0.931,0.984
9,0.011,0.391,0.911,1.517,0.659,1.000
