 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.113,1.217,0.957,1.064,0.940,0.996
2,0.104,1.173,0.952,1.145,0.874,0.991
3,0.102,1.146,0.977,1.031,0.970,0.996
4,0.104,1.153,0.982,1.058,0.945,0.993
5,0.067,0.933,0.961,1.025,0.976,1.003
6,0.092,1.094,0.962,1.139,0.878,0.989
7,0.087,1.067,0.962,1.163,0.860,1.001
8,0.091,1.103,0.942,1.200,0.833,0.994
9,0.103,1.162,0.954,1.049,0.953,0.986
