 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.188,1.587,0.936,1.445,0.692,0.995
2,0.156,1.413,0.983,1.081,0.925,0.997
3,0.208,1.650,0.959,1.104,0.906,0.992
4,0.373,2.248,0.928,1.289,0.776,0.985
5,0.333,2.085,0.963,1.207,0.829,0.995
6,0.276,1.932,0.928,1.275,0.784,0.986
7,0.160,1.425,0.988,1.073,0.932,0.996
8,0.206,1.642,0.961,1.037,0.964,0.986
9,0.168,1.467,0.981,1.013,0.987,0.997
