 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.520,2.707,0.892,1.106,0.904,0.964
2,0.536,2.782,0.870,1.119,0.894,0.958
3,0.544,2.739,0.911,1.097,0.911,0.975
4,0.269,2.081,0.780,1.509,0.663,0.957
5,0.282,2.125,0.785,1.597,0.626,0.969
6,0.282,2.096,0.806,1.454,0.688,0.961
7,0.496,2.713,0.847,1.077,0.928,0.963
8,0.605,2.934,0.883,1.047,0.955,0.965
9,0.528,2.697,0.913,1.112,0.900,0.982
