 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.023,0.538,1.000,1.083,0.923,0.996
2,0.037,0.686,0.984,1.198,0.834,0.996
3,0.023,0.555,0.947,1.268,0.789,1.001
4,0.083,1.063,0.927,1.236,0.809,0.994
5,0.077,1.007,0.951,1.025,0.976,0.995
6,0.085,1.065,0.944,1.054,0.949,0.981
7,0.021,0.522,0.989,1.273,0.785,0.998
8,0.030,0.631,0.944,1.439,0.695,1.003
9,0.017,0.479,0.954,1.411,0.709,0.994
