 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.072,0.983,0.941,1.253,0.798,0.999
2,0.058,0.927,0.854,1.801,0.555,0.983
3,0.042,0.833,0.763,2.256,0.443,0.980
4,0.077,1.020,0.926,1.426,0.701,0.990
5,0.065,0.958,0.895,1.522,0.657,0.994
6,0.076,1.056,0.857,1.849,0.541,0.992
7,0.088,1.119,0.881,1.670,0.599,0.989
8,0.081,1.062,0.897,1.525,0.656,0.989
9,0.071,1.029,0.845,1.540,0.649,0.970
