 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.022,0.542,0.947,1.309,0.764,1.002
2,0.035,0.682,0.937,1.222,0.819,1.005
3,0.016,0.456,0.955,1.170,0.855,0.980
4,0.043,0.766,0.921,1.326,0.754,0.992
5,0.049,0.836,0.889,1.384,0.723,0.987
6,0.040,0.756,0.881,1.261,0.793,0.959
7,0.038,0.733,0.890,1.514,0.660,0.982
8,0.018,0.499,0.888,1.333,0.750,0.966
9,0.016,0.470,0.893,1.260,0.794,0.961
