 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.115,1.231,0.957,1.039,0.963,0.996
2,0.112,1.216,0.952,1.072,0.933,0.993
3,0.106,1.180,0.953,1.106,0.904,0.995
4,0.094,1.135,0.913,1.217,0.822,0.986
5,0.115,1.261,0.910,1.188,0.842,0.967
6,0.094,1.143,0.900,1.165,0.858,0.969
7,0.141,1.382,0.926,1.292,0.774,0.997
8,0.132,1.322,0.948,1.119,0.894,0.988
9,0.110,1.233,0.905,1.163,0.860,0.977
