 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.114,1.248,0.918,1.396,0.717,0.981
2,0.139,1.355,0.955,1.240,0.806,0.996
3,0.119,1.264,0.937,1.175,0.851,0.988
4,0.121,1.267,0.947,1.229,0.814,0.992
5,0.088,1.100,0.914,1.205,0.830,0.974
6,0.121,1.308,0.889,1.373,0.728,0.984
7,0.130,1.309,0.955,1.203,0.831,0.994
8,0.125,1.288,0.949,1.248,0.802,0.994
9,0.102,1.178,0.921,1.396,0.716,0.985
