 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.145,1.394,0.937,1.141,0.876,0.995
2,0.132,1.337,0.930,1.238,0.808,0.990
3,0.166,1.501,0.926,1.048,0.954,0.989
4,0.065,0.946,0.919,1.262,0.793,0.986
5,0.095,1.123,0.944,1.026,0.975,0.995
6,0.193,1.613,0.934,1.249,0.801,0.991
7,0.145,1.372,0.967,1.032,0.969,0.996
8,0.136,1.340,0.954,1.025,0.975,0.991
9,0.172,1.533,0.921,1.310,0.763,0.986
