 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.060,0.933,0.870,1.717,0.582,1.005
2,0.089,1.075,0.970,1.229,0.814,1.000
3,0.097,1.152,0.923,1.304,0.767,0.977
4,0.157,1.484,0.895,1.325,0.755,0.984
5,0.173,1.544,0.910,1.386,0.721,0.983
6,0.127,1.296,0.949,1.079,0.927,0.993
7,0.052,0.844,0.911,1.203,0.832,0.992
8,0.047,0.792,0.935,1.470,0.680,0.996
9,0.039,0.757,0.857,1.788,0.559,0.988
