 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.587,2.849,0.909,1.070,0.935,0.979
2,0.291,1.996,0.917,1.265,0.790,0.993
3,0.340,2.119,0.952,1.085,0.921,0.994
4,0.398,2.398,0.869,1.464,0.683,0.993
5,0.551,2.717,0.938,1.243,0.805,0.998
6,0.403,2.375,0.897,1.512,0.661,0.994
7,0.713,3.249,0.848,1.726,0.579,0.989
8,0.459,2.613,0.844,1.727,0.579,0.990
9,0.828,3.380,0.911,1.393,0.718,0.991
