 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.615,3.010,0.854,1.107,0.903,0.947
2,0.504,2.819,0.797,1.205,0.830,0.921
3,0.717,3.423,0.769,1.152,0.868,0.903
4,0.399,2.473,0.820,1.122,0.891,0.936
5,0.392,2.490,0.794,1.140,0.878,0.915
6,0.571,2.978,0.809,1.017,0.983,0.923
7,0.614,3.061,0.823,1.114,0.897,0.926
8,0.469,2.673,0.825,1.240,0.807,0.930
9,0.380,2.467,0.785,1.119,0.894,0.921
