 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.189,1.615,0.912,1.445,0.692,0.991
2,0.275,1.917,0.939,1.183,0.845,0.992
3,0.284,1.935,0.954,1.091,0.916,0.998
4,0.127,1.300,0.942,1.345,0.743,0.996
5,0.117,1.272,0.907,1.537,0.651,0.995
6,0.270,1.861,0.981,1.094,0.914,1.000
7,0.260,1.848,0.958,1.213,0.824,0.998
8,0.232,1.743,0.960,1.078,0.928,0.993
9,0.210,1.690,0.926,1.188,0.842,0.979
