 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.071,1.007,0.883,1.396,0.716,0.973
2,0.087,1.116,0.873,1.425,0.702,0.965
3,0.074,1.029,0.879,1.195,0.837,0.960
4,0.074,1.011,0.914,1.205,0.830,0.978
5,0.073,1.032,0.856,1.397,0.716,0.954
6,0.086,1.108,0.880,1.164,0.859,0.953
7,0.073,1.033,0.860,1.263,0.792,0.961
8,0.085,1.096,0.894,1.161,0.862,0.974
9,0.066,0.967,0.883,1.258,0.795,0.968
