 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.392,2.512,0.780,1.192,0.839,0.922
2,0.458,2.653,0.818,1.198,0.835,0.928
3,0.405,2.508,0.810,1.184,0.844,0.945
4,0.516,2.958,0.741,1.115,0.897,0.888
5,0.528,2.820,0.834,1.161,0.861,0.937
6,0.519,2.843,0.806,1.178,0.849,0.924
7,0.553,2.944,0.803,1.214,0.824,0.923
8,0.514,2.854,0.794,1.096,0.913,0.913
9,0.503,2.935,0.735,1.046,0.956,0.881
