 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.134,1.346,0.933,1.311,0.763,0.989
2,0.132,1.323,0.949,1.162,0.860,0.987
3,0.145,1.376,0.961,1.104,0.906,0.992
4,0.154,1.439,0.936,1.159,0.863,0.988
5,0.095,1.143,0.915,1.149,0.870,0.987
6,0.163,1.498,0.914,1.208,0.828,0.994
7,0.165,1.484,0.943,1.156,0.865,0.980
8,0.123,1.284,0.941,1.128,0.886,0.990
9,0.135,1.339,0.943,1.255,0.797,0.993
