 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.043,0.748,0.964,1.256,0.796,0.986
2,0.046,0.774,0.956,1.231,0.812,0.983
3,0.038,0.711,0.956,1.276,0.784,0.987
4,0.063,0.941,0.899,1.453,0.688,0.976
5,0.059,0.896,0.929,1.577,0.634,0.995
6,0.056,0.864,0.936,1.542,0.649,1.014
7,0.048,0.780,0.982,1.272,0.786,0.989
8,0.046,0.796,0.914,1.485,0.673,0.984
9,0.040,0.719,0.964,1.142,0.876,0.974
