 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.093,1.115,0.946,1.180,0.847,0.988
2,0.092,1.100,0.959,1.172,0.853,0.992
3,0.065,0.951,0.896,1.447,0.691,0.995
4,0.070,0.965,0.949,1.358,0.736,0.994
5,0.082,1.056,0.920,1.376,0.727,0.982
6,0.100,1.195,0.881,1.630,0.614,0.978
7,0.059,0.872,0.974,1.272,0.786,0.999
8,0.083,1.046,0.952,1.137,0.879,0.997
9,0.062,0.941,0.874,1.488,0.672,0.985
