 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.073,0.979,0.953,1.185,0.844,0.993
2,0.135,1.330,0.961,1.175,0.851,0.998
3,0.178,1.524,0.963,1.051,0.951,0.993
4,0.159,1.460,0.937,1.213,0.824,0.991
5,0.141,1.360,0.960,1.173,0.852,0.994
6,0.139,1.383,0.914,1.404,0.712,0.987
7,0.136,1.351,0.935,1.286,0.777,0.995
8,0.137,1.327,0.979,1.134,0.881,0.995
9,0.125,1.280,0.957,1.018,0.982,1.001
