 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.252,1.882,0.893,1.348,0.742,0.970
2,0.214,1.723,0.905,1.275,0.785,0.983
3,0.282,2.067,0.829,1.647,0.607,0.954
4,0.148,1.423,0.915,1.209,0.827,0.979
5,0.150,1.498,0.842,1.378,0.726,0.937
6,0.218,1.791,0.855,1.316,0.760,0.943
7,0.237,1.939,0.794,1.784,0.561,0.951
8,0.199,1.686,0.879,1.412,0.708,0.963
9,0.181,1.662,0.826,1.740,0.575,0.963
