 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.461,2.670,0.813,1.055,0.948,0.943
2,0.521,2.877,0.790,1.135,0.881,0.923
3,0.644,3.218,0.781,1.127,0.887,0.925
4,0.283,2.059,0.839,1.177,0.849,0.974
5,0.263,2.083,0.763,1.417,0.706,0.968
6,0.307,2.255,0.758,1.389,0.720,0.936
7,0.441,2.602,0.817,1.052,0.950,0.952
8,0.526,2.976,0.746,1.092,0.915,0.917
9,0.562,3.035,0.766,1.154,0.866,0.919
